,TEAM_Home,TEAM_Away,DATE_Home,keras_pred,keras_proba,W/L_Home,clusters,Accuracy,n_matches
10208,DAL,HOU,04/11/2011,L,0.3285806,W,41,0.7631578947368421,76
4033,NOH,CHI,02/08/2012,L,0.3290312,L,41,0.7631578947368421,76
15007,CLE,ATL,12/13/2008,L,0.32646164,L,41,0.7631578947368421,76
14289,MIN,NJN,12/05/2008,L,0.32579374,L,41,0.7631578947368421,76
2513,UTA,DEN,01/25/2009,L,0.32705465,L,41,0.7631578947368421,76
994,TOR,WAS,01/10/2012,L,0.3265117,L,41,0.7631578947368421,76
14735,MIL,GSW,12/10/2008,L,0.3286292,L,41,0.7631578947368421,76
8999,PHX,POR,03/30/2015,L,0.3283025,L,41,0.7631578947368421,76
8944,DAL,ORL,03/30/2012,L,0.32690042,W,41,0.7631578947368421,76
3002,SAS,DAL,01/29/2012,L,0.3261084,L,41,0.7631578947368421,76
4176,ORL,IND,02/09/2014,L,0.3261664,W,41,0.7631578947368421,76
2098,SAC,WAS,01/21/2009,L,0.3262672,L,41,0.7631578947368421,76
15365,PHI,MIL,12/17/2008,L,0.3259135,W,41,0.7631578947368421,76
9187,MEM,SAS,04/01/2013,L,0.3282305,W,41,0.7631578947368421,76
8152,MIA,OKC,03/22/2015,L,0.325965,L,41,0.7631578947368421,76
1732,CLE,GSW,01/17/2012,L,0.32824305,L,41,0.7631578947368421,76
2314,HOU,IND,01/23/2009,L,0.32598442,L,41,0.7631578947368421,76
6407,BKN,CHA,03/06/2013,L,0.32830986,W,41,0.7631578947368421,76
10168,MIN,LAL,04/10/2015,L,0.32813644,L,41,0.7631578947368421,76
10450,POR,GSW,04/13/2011,L,0.32567278,L,41,0.7631578947368421,76
3228,PHI,ATL,01/31/2014,L,0.3275332,L,41,0.7631578947368421,76
8861,ATL,BOS,03/29/2013,L,0.2772323,L,90,0.7704918032786885,61
9011,CHA,BOS,03/30/2015,L,0.2769689,L,90,0.7704918032786885,61
7773,BOS,NOH,03/19/2011,L,0.27888227,W,90,0.7704918032786885,61
14701,GSW,CHA,12/09/2013,L,0.27714735,L,90,0.7704918032786885,61
13911,DEN,LAL,11/30/2012,L,0.27661195,L,90,0.7704918032786885,61
5226,GSW,PHI,02/23/2010,L,0.2784766,L,90,0.7704918032786885,61
9210,LAC,POR,04/01/2015,L,0.2792098,W,90,0.7704918032786885,61
2605,MIN,POR,01/25/2014,L,0.27867386,L,90,0.7704918032786885,61
14174,GSW,TOR,12/03/2013,L,0.2781089,W,90,0.7704918032786885,61
13113,DEN,MIN,11/21/2012,L,0.27760977,W,90,0.7704918032786885,61
11114,CHA,MIL,10/29/2014,L,0.2773424,W,90,0.7704918032786885,61
5200,CHA,DAL,02/22/2015,L,0.27754083,L,90,0.7704918032786885,61
7431,DAL,GSW,03/16/2011,L,0.277661,W,90,0.7704918032786885,61
7448,MIN,LAL,03/16/2012,L,0.27649498,L,90,0.7704918032786885,61
10794,BOS,TOR,04/17/2013,L,0.2777617,L,90,0.7704918032786885,61
5609,MIN,POR,02/27/2010,L,0.27665025,L,90,0.7704918032786885,61
1279,MIN,HOU,01/13/2010,L,0.2778355,L,90,0.7704918032786885,61
8200,WAS,LAC,03/23/2011,L,0.27745348,L,90,0.7704918032786885,61
2962,IND,CLE,01/29/2010,L,0.27679428,L,90,0.7704918032786885,61
6632,CHA,MEM,03/08/2014,L,0.2782668,L,90,0.7704918032786885,61
16618,CHA,UTA,12/30/2013,L,0.2781052,L,90,0.7704918032786885,61
15720,UTA,CHA,12/20/2014,L,0.27622712,L,90,0.7704918032786885,61
4395,WAS,MEM,02/11/2014,L,0.27829862,L,90,0.7704918032786885,61
4386,BKN,IND,02/11/2013,L,0.27887428,W,90,0.7704918032786885,61
3738,DEN,MIL,02/05/2013,L,0.27650696,W,90,0.7704918032786885,61
5133,SAC,WAS,02/22/2012,L,0.27656353,W,90,0.7704918032786885,61
5276,DET,IND,02/23/2013,L,0.27705967,L,90,0.7704918032786885,61
2211,WAS,MIA,01/22/2010,L,0.2773499,L,90,0.7704918032786885,61
600,PHI,MIN,01/06/2014,L,0.27687114,L,90,0.7704918032786885,61
14811,NYK,SAS,12/10/2014,L,0.2767716,L,90,0.7704918032786885,61
9636,LAL,LAC,04/05/2015,L,0.2771123,L,90,0.7704918032786885,61
816,DAL,SAS,01/08/2014,L,0.27810013,L,90,0.7704918032786885,61
558,ORL,TOR,01/06/2010,L,0.2786971,L,90,0.7704918032786885,61
3105,MEM,SAS,01/30/2012,L,0.2779827,L,90,0.7704918032786885,61
18,MIA,GSW,01/01/2011,L,0.2780318,W,90,0.7704918032786885,61
12170,LAL,MIN,11/10/2013,L,0.27710557,L,90,0.7704918032786885,61
2827,WAS,LAL,01/27/2015,L,0.2768238,W,90,0.7704918032786885,61
5989,BKN,CHI,03/02/2013,L,0.27892262,L,90,0.7704918032786885,61
14029,MIA,WAS,12/01/2014,L,0.27719417,L,90,0.7704918032786885,61
1439,NYK,CHA,01/14/2014,L,0.27737784,L,90,0.7704918032786885,61
10350,IND,BKN,04/12/2013,L,0.2779001,L,90,0.7704918032786885,61
10651,PHI,CLE,04/15/2009,L,0.27812025,W,90,0.7704918032786885,61
1202,MIA,LAC,01/12/2011,L,0.27622896,L,90,0.7704918032786885,61
1507,DAL,MEM,01/15/2011,L,0.2779419,L,90,0.7704918032786885,61
13434,IND,LAC,11/25/2009,L,0.2784426,W,90,0.7704918032786885,61
13428,HOU,DAL,11/25/2009,L,0.2778351,L,90,0.7704918032786885,61
5179,BKN,GSW,02/22/2014,L,0.27858913,L,90,0.7704918032786885,61
1939,NOH,HOU,01/19/2012,L,0.27685493,L,90,0.7704918032786885,61
3793,UTA,SAC,02/06/2009,L,0.2779557,W,90,0.7704918032786885,61
9872,NJN,NYK,04/08/2011,L,0.27890265,L,90,0.7704918032786885,61
1192,CHI,CHA,01/12/2011,L,0.2763387,L,90,0.7704918032786885,61
3148,CHI,PHX,01/30/2015,L,0.27780354,L,90,0.7704918032786885,61
7919,CLE,OKC,03/20/2014,L,0.27735978,L,90,0.7704918032786885,61
8743,UTA,BOS,03/28/2012,L,0.27695537,L,90,0.7704918032786885,61
9844,WAS,CLE,04/08/2009,L,0.27706116,L,90,0.7704918032786885,61
16238,PHI,GSW,12/27/2010,L,0.27884445,L,90,0.7704918032786885,61
6781,NOH,OKC,03/10/2010,L,0.27725166,L,90,0.7704918032786885,61
1033,DAL,LAC,01/10/2015,L,0.27768233,L,90,0.7704918032786885,61
6664,SAC,POR,03/09/2010,L,0.27764672,L,90,0.7704918032786885,61
10221,ATL,MIA,04/11/2011,L,0.27912414,L,90,0.7704918032786885,61
14995,WAS,PHI,12/13/2008,L,0.27721268,L,90,0.7704918032786885,61
4738,GSW,OKC,02/17/2012,L,0.33226684,L,81,0.7733333333333333,75
12562,OKC,LAC,11/15/2009,L,0.32969677,L,81,0.7733333333333333,75
3089,UTA,GSW,01/30/2011,L,0.33017355,L,81,0.7733333333333333,75
15809,MEM,CLE,12/21/2014,L,0.3329119,L,81,0.7733333333333333,75
16573,BOS,PHX,12/30/2009,L,0.3307057,L,81,0.7733333333333333,75
13455,ORL,BOS,11/25/2012,L,0.32916057,L,81,0.7733333333333333,75
6398,BOS,IND,03/06/2013,L,0.3326454,W,81,0.7733333333333333,75
12489,MIN,ATL,11/14/2010,L,0.33130634,L,81,0.7733333333333333,75
2057,ORL,DAL,01/20/2013,L,0.32970968,L,81,0.7733333333333333,75
16539,LAC,SAC,12/30/2008,L,0.33075815,L,81,0.7733333333333333,75
6188,ATL,DEN,03/04/2013,L,0.3299507,L,81,0.7733333333333333,75
13829,MIL,CHA,11/29/2013,L,0.3309844,L,81,0.7733333333333333,75
9227,CLE,WAS,04/02/2009,L,0.33068538,L,81,0.7733333333333333,75
4229,NOH,BOS,02/10/2010,L,0.3317386,W,81,0.7733333333333333,75
4369,POR,DAL,02/11/2012,L,0.3321082,L,81,0.7733333333333333,75
6328,MIL,CHI,03/06/2009,L,0.33086067,L,81,0.7733333333333333,75
2312,MIL,ATL,01/23/2009,L,0.33095145,L,81,0.7733333333333333,75
5446,DET,ATL,02/25/2013,L,0.32939404,L,81,0.7733333333333333,75
4651,LAC,POR,02/16/2010,L,0.331959,L,81,0.7733333333333333,75
8449,NYK,LAL,03/25/2014,L,0.3332786,L,81,0.7733333333333333,75
12437,CHI,TOR,11/13/2014,L,0.33114487,W,81,0.7733333333333333,75
15878,LAL,GSW,12/22/2012,L,0.33076012,W,81,0.7733333333333333,75
7954,LAL,CHI,03/21/2009,L,0.32996374,W,81,0.7733333333333333,75
15558,SAC,MIL,12/19/2009,L,0.32955784,W,81,0.7733333333333333,75
1027,UTA,HOU,01/10/2015,L,0.3323251,L,81,0.7733333333333333,75
7180,MIA,TOR,03/13/2015,L,0.33215088,L,81,0.7733333333333333,75
11371,LAL,GSW,11/01/2014,L,0.33106297,L,81,0.7733333333333333,75
15021,MIA,MEM,12/13/2009,L,0.33123487,L,81,0.7733333333333333,75
13541,OKC,IND,11/26/2010,L,0.3323767,W,81,0.7733333333333333,75
6535,SAC,TOR,03/07/2014,L,0.33233482,L,81,0.7733333333333333,75
1895,CHA,SAS,01/19/2009,L,0.33145916,L,81,0.7733333333333333,75
11789,DET,DEN,11/06/2012,L,0.3298153,L,81,0.7733333333333333,75
4135,MIL,WAS,02/09/2011,L,0.33002594,L,81,0.7733333333333333,75
14124,IND,BOS,12/03/2008,L,0.3310154,L,81,0.7733333333333333,75
14830,CHI,GSW,12/11/2009,L,0.33268285,W,81,0.7733333333333333,75
840,LAC,NOH,01/09/2009,L,0.33275676,L,81,0.7733333333333333,75
9427,LAL,POR,04/03/2015,L,0.33027446,L,81,0.7733333333333333,75
629,ATL,ORL,01/07/2009,L,0.32920918,L,81,0.7733333333333333,75
12496,ATL,GSW,11/14/2012,L,0.33108962,L,81,0.7733333333333333,75
2330,PHX,GSW,01/23/2010,L,0.33101195,W,81,0.7733333333333333,75
7496,LAL,GSW,03/16/2015,L,0.33031064,L,81,0.7733333333333333,75
15540,MEM,CHA,12/19/2008,L,0.3318046,L,81,0.7733333333333333,75
10939,PHI,MIL,04/25/2012,L,0.33319768,W,81,0.7733333333333333,75
4260,MIN,DAL,02/10/2012,L,0.33279395,L,81,0.7733333333333333,75
14056,DET,CHI,12/02/2009,L,0.33079743,L,81,0.7733333333333333,75
14254,LAC,ATL,12/04/2013,L,0.331304,L,81,0.7733333333333333,75
5530,SAC,MEM,02/26/2011,L,0.33233613,L,81,0.7733333333333333,75
11553,NOP,MEM,11/03/2014,L,0.32989085,L,81,0.7733333333333333,75
8484,PHX,POR,03/26/2009,L,0.33327723,L,81,0.7733333333333333,75
13807,HOU,OKC,11/29/2009,L,0.3319357,W,81,0.7733333333333333,75
6280,NOH,POR,03/05/2012,L,0.33248973,L,81,0.7733333333333333,75
5892,PHI,WAS,03/01/2014,L,0.3322395,L,81,0.7733333333333333,75
10994,CHI,OKC,10/27/2010,L,0.3299799,L,81,0.7733333333333333,75
9810,IND,BOS,04/07/2012,L,0.33112168,L,81,0.7733333333333333,75
6180,NJN,CHA,03/04/2012,L,0.33183643,W,81,0.7733333333333333,75
13393,ORL,PHX,11/24/2013,L,0.33078742,L,81,0.7733333333333333,75
11409,CLE,ATL,11/02/2010,L,0.33124,L,81,0.7733333333333333,75
8826,GSW,OKC,03/29/2011,L,0.3303906,L,81,0.7733333333333333,75
9260,WAS,MIL,04/02/2012,L,0.33246773,L,81,0.7733333333333333,75
6552,NOP,MEM,03/07/2015,L,0.3332972,W,81,0.7733333333333333,75
6042,PHI,ATL,03/03/2010,L,0.33046156,L,81,0.7733333333333333,75
9242,MIA,IND,04/02/2010,L,0.33281097,W,81,0.7733333333333333,75
9875,TOR,PHI,04/08/2011,L,0.3305536,L,81,0.7733333333333333,75
7980,BOS,NYK,03/21/2011,L,0.3319226,W,81,0.7733333333333333,75
11039,UTA,PHX,10/28/2010,L,0.32932675,L,81,0.7733333333333333,75
3174,LAC,WAS,01/31/2009,L,0.33230138,L,81,0.7733333333333333,75
5824,DEN,PHX,03/01/2010,L,0.33155614,L,81,0.7733333333333333,75
9050,LAL,ATL,03/31/2010,L,0.3300985,L,81,0.7733333333333333,75
11824,MIN,SAC,11/07/2008,L,0.3312143,L,81,0.7733333333333333,75
7320,NOH,LAC,03/15/2010,L,0.33256018,W,81,0.7733333333333333,75
16287,MIL,BKN,12/27/2013,L,0.33140582,L,81,0.7733333333333333,75
7875,WAS,NJN,03/20/2011,L,0.33111927,W,81,0.7733333333333333,75
13572,SAC,HOU,11/26/2014,L,0.33064306,L,81,0.7733333333333333,75
13306,PHI,IND,11/23/2013,L,0.33121842,L,81,0.7733333333333333,75
8725,SAC,CLE,03/28/2010,L,0.3329136,L,81,0.7733333333333333,75
12061,GSW,LAL,11/09/2012,L,0.2957293,L,33,0.788235294117647,85
251,ORL,GSW,01/03/2011,L,0.29308698,W,33,0.788235294117647,85
11877,TOR,DAL,11/07/2012,L,0.29152387,L,33,0.788235294117647,85
6478,OKC,MEM,03/07/2011,L,0.29404885,L,33,0.788235294117647,85
11886,CHA,PHX,11/07/2012,L,0.29368472,L,33,0.788235294117647,85
2775,ATL,DET,01/27/2012,L,0.2917614,W,33,0.788235294117647,85
16636,SAS,MEM,12/30/2014,L,0.2924766,L,33,0.788235294117647,85
11086,MEM,DAL,10/29/2010,L,0.29208493,W,33,0.788235294117647,85
9869,LAL,DEN,04/08/2010,L,0.2946709,L,33,0.788235294117647,85
7367,CHA,TOR,03/15/2013,L,0.29391363,L,33,0.788235294117647,85
255,CHA,CLE,01/03/2012,L,0.292121,L,33,0.788235294117647,85
13473,HOU,MEM,11/25/2013,L,0.29363242,W,33,0.788235294117647,85
493,MEM,DET,01/05/2014,L,0.29151955,W,33,0.788235294117647,85
4890,ATL,WAS,02/19/2014,L,0.2954927,L,33,0.788235294117647,85
619,MIA,DEN,01/07/2009,L,0.29100525,L,33,0.788235294117647,85
7346,MIN,UTA,03/15/2012,L,0.29305643,L,33,0.788235294117647,85
5645,PHX,SAS,02/27/2013,L,0.29133192,W,33,0.788235294117647,85
3038,CHI,LAL,01/29/2015,L,0.29415786,L,33,0.788235294117647,85
616,WAS,TOR,01/07/2009,L,0.29158583,L,33,0.788235294117647,85
3689,CHI,HOU,02/04/2015,L,0.29284954,L,33,0.788235294117647,85
3251,IND,SAC,01/31/2015,L,0.29399046,L,33,0.788235294117647,85
8800,WAS,IND,03/29/2009,L,0.29518896,L,33,0.788235294117647,85
429,NJN,MIL,01/05/2010,L,0.2957073,L,33,0.788235294117647,85
10397,BKN,MIL,04/12/2015,L,0.2924688,L,33,0.788235294117647,85
406,TOR,PHX,01/04/2015,L,0.29493007,L,33,0.788235294117647,85
8847,NOH,MIA,03/29/2013,L,0.29480478,L,33,0.788235294117647,85
7069,PHX,CLE,03/12/2014,L,0.29504806,L,33,0.788235294117647,85
946,MIN,MIL,01/10/2009,L,0.2921925,W,33,0.788235294117647,85
10801,MIN,SAS,04/17/2013,L,0.29165894,W,33,0.788235294117647,85
5047,LAC,SAS,02/21/2013,L,0.29251948,L,33,0.788235294117647,85
3215,CLE,BOS,01/31/2012,L,0.2939735,L,33,0.788235294117647,85
7565,CHA,TOR,03/17/2012,L,0.29156083,W,33,0.788235294117647,85
7387,ORL,CLE,03/15/2015,L,0.29567719,L,33,0.788235294117647,85
12063,CHA,NOH,11/09/2012,L,0.2945531,L,33,0.788235294117647,85
9152,LAC,PHX,04/01/2011,L,0.29131818,L,33,0.788235294117647,85
11473,DAL,CLE,11/03/2008,L,0.29458708,L,33,0.788235294117647,85
833,DET,DEN,01/09/2009,L,0.29555708,W,33,0.788235294117647,85
15516,ORL,UTA,12/18/2013,L,0.29507923,L,33,0.788235294117647,85
3464,MIN,DAL,02/02/2015,L,0.29255298,L,33,0.788235294117647,85
7158,LAL,ATL,03/13/2013,L,0.29440302,L,33,0.788235294117647,85
12245,ORL,BOS,11/11/2013,L,0.29142702,L,33,0.788235294117647,85
172,WAS,IND,01/02/2013,L,0.2910642,L,33,0.788235294117647,85
8833,MIA,CLE,03/29/2011,L,0.29279584,L,33,0.788235294117647,85
1492,MIL,GSW,01/15/2010,L,0.29105264,W,33,0.788235294117647,85
14196,UTA,TOR,12/03/2014,L,0.29363286,L,33,0.788235294117647,85
11005,MEM,ATL,10/27/2010,L,0.29209778,L,33,0.788235294117647,85
7834,MIA,NJN,03/20/2009,L,0.2921527,L,33,0.788235294117647,85
864,DAL,UTA,01/09/2010,L,0.29541624,L,33,0.788235294117647,85
16639,DEN,LAL,12/30/2014,L,0.29397455,L,33,0.788235294117647,85
9582,MIN,NJN,04/05/2011,L,0.29108605,L,33,0.788235294117647,85
16262,UTA,LAL,12/27/2011,L,0.2947197,L,33,0.788235294117647,85
7440,PHX,NOH,03/16/2011,L,0.29518598,L,33,0.788235294117647,85
2965,DET,MIA,01/29/2010,L,0.29210788,L,33,0.788235294117647,85
6868,UTA,ATL,03/11/2009,L,0.2922525,L,33,0.788235294117647,85
4365,ORL,MIL,02/11/2012,L,0.2933179,W,33,0.788235294117647,85
7651,GSW,PHX,03/18/2011,L,0.29487422,L,33,0.788235294117647,85
6869,OKC,DEN,03/11/2009,L,0.29236385,L,33,0.788235294117647,85
6457,GSW,MIL,03/07/2009,L,0.29490125,L,33,0.788235294117647,85
16716,POR,OKC,12/31/2013,L,0.29210916,W,33,0.788235294117647,85
13806,PHI,SAS,11/29/2009,L,0.29540408,L,33,0.788235294117647,85
16275,DEN,NOP,12/27/2013,L,0.29106736,L,33,0.788235294117647,85
2133,SAC,MEM,01/21/2012,L,0.29476935,L,33,0.788235294117647,85
8649,PHX,UTA,03/27/2013,L,0.29216468,L,33,0.788235294117647,85
4678,LAC,POR,02/16/2012,L,0.29465505,W,33,0.788235294117647,85
5698,CHA,LAC,02/28/2009,L,0.29140192,W,33,0.788235294117647,85
12136,PHI,OKC,11/10/2010,L,0.29517192,L,33,0.788235294117647,85
1970,IND,HOU,01/19/2015,L,0.29400498,L,33,0.788235294117647,85
5335,PHI,PHX,02/24/2010,L,0.29240626,L,33,0.788235294117647,85
7000,DET,DEN,03/12/2011,L,0.2919421,L,33,0.788235294117647,85
12717,SAC,CHI,11/17/2009,L,0.2951545,L,33,0.788235294117647,85
5607,CHI,IND,02/27/2010,L,0.29138938,L,33,0.788235294117647,85
9336,NOH,NJN,04/03/2010,L,0.2909603,L,33,0.788235294117647,85
10810,DET,BKN,04/17/2013,L,0.29124838,L,33,0.788235294117647,85
6409,MIL,LAC,03/06/2013,L,0.29336244,L,33,0.788235294117647,85
16364,DET,CLE,12/28/2011,L,0.29425865,L,33,0.788235294117647,85
15366,DAL,TOR,12/17/2008,L,0.29196995,W,33,0.788235294117647,85
2368,PHX,SAC,01/23/2013,L,0.2940613,W,33,0.788235294117647,85
8095,SAC,UTA,03/22/2012,L,0.29552197,L,33,0.788235294117647,85
12120,CHA,ORL,11/10/2009,L,0.29329342,L,33,0.788235294117647,85
4239,MIN,CHA,02/10/2010,L,0.29319352,L,33,0.788235294117647,85
16429,ORL,DET,12/29/2008,L,0.29276818,L,33,0.788235294117647,85
11939,ORL,OKC,11/08/2009,L,0.29473087,L,33,0.788235294117647,85
16370,LAC,UTA,12/28/2012,L,0.2954689,W,33,0.788235294117647,85
11941,GSW,SAC,11/08/2009,L,0.2910753,L,33,0.788235294117647,85
11331,NOH,BOS,11/01/2009,L,0.2950102,L,33,0.788235294117647,85
3993,LAL,CLE,02/08/2009,L,0.32151178,W,88,0.7948717948717948,78
15341,NYK,DAL,12/16/2014,L,0.3246395,L,88,0.7948717948717948,78
2673,NJN,MEM,01/26/2011,L,0.32332963,W,88,0.7948717948717948,78
15059,NYK,BOS,12/13/2013,L,0.32243282,L,88,0.7948717948717948,78
2981,WAS,MEM,01/29/2011,L,0.3226461,L,88,0.7948717948717948,78
11393,NYK,MIL,11/02/2008,L,0.32134074,L,88,0.7948717948717948,78
6217,MEM,HOU,03/04/2015,L,0.32428068,W,88,0.7948717948717948,78
278,UTA,LAL,01/03/2014,L,0.3216529,L,88,0.7948717948717948,78
6193,TOR,GSW,03/04/2013,L,0.32267088,L,88,0.7948717948717948,78
2595,CLE,MIL,01/25/2013,L,0.32384807,W,88,0.7948717948717948,78
404,BKN,MIA,01/04/2015,L,0.324301,L,88,0.7948717948717948,78
3258,WAS,TOR,01/31/2015,L,0.32283288,L,88,0.7948717948717948,78
1335,MIL,TOR,01/13/2014,L,0.3244055,L,88,0.7948717948717948,78
5968,MEM,TOR,03/02/2012,L,0.32184213,W,88,0.7948717948717948,78
4149,CLE,DET,02/09/2011,L,0.3240369,L,88,0.7948717948717948,78
9265,MIN,SAC,04/02/2012,L,0.32320365,L,88,0.7948717948717948,78
8668,UTA,DEN,03/27/2015,L,0.32320344,L,88,0.7948717948717948,78
3767,PHI,BOS,02/05/2014,L,0.32238975,L,88,0.7948717948717948,78
7487,UTA,SAS,03/16/2014,L,0.3216256,L,88,0.7948717948717948,78
15094,MIN,UTA,12/14/2009,L,0.32410178,W,88,0.7948717948717948,78
10631,NJN,NYK,04/15/2009,L,0.32191658,L,88,0.7948717948717948,78
11326,ATL,LAL,11/01/2009,L,0.32294238,L,88,0.7948717948717948,78
7322,DEN,HOU,03/15/2010,L,0.322846,L,88,0.7948717948717948,78
8683,PHI,LAC,03/27/2015,L,0.3230682,L,88,0.7948717948717948,78
13085,SAC,HOU,11/21/2009,L,0.32403445,L,88,0.7948717948717948,78
9281,BOS,WAS,04/02/2014,L,0.3238775,L,88,0.7948717948717948,78
969,CHI,DET,01/10/2011,L,0.32378858,W,88,0.7948717948717948,78
14873,MIN,PHI,12/11/2013,L,0.3233518,W,88,0.7948717948717948,78
1235,CLE,SAC,01/12/2014,L,0.3212204,L,88,0.7948717948717948,78
13877,CHI,MIL,11/30/2009,L,0.32333854,L,88,0.7948717948717948,78
999,NYK,IND,01/10/2013,L,0.32305917,L,88,0.7948717948717948,78
1324,CHI,WAS,01/13/2014,L,0.32108998,L,88,0.7948717948717948,78
1387,IND,CHI,01/14/2011,L,0.3241039,L,88,0.7948717948717948,78
3136,LAC,GSW,01/30/2014,L,0.32302612,L,88,0.7948717948717948,78
14371,PHI,OKC,12/05/2014,L,0.3239888,L,88,0.7948717948717948,78
5178,MIL,IND,02/22/2014,L,0.32409793,L,88,0.7948717948717948,78
14817,POR,UTA,12/11/2008,L,0.3239118,L,88,0.7948717948717948,78
14378,DAL,PHX,12/05/2014,L,0.3226502,L,88,0.7948717948717948,78
9351,UTA,SAC,04/03/2011,L,0.32316613,L,88,0.7948717948717948,78
14852,MEM,LAC,12/11/2010,L,0.32113582,W,88,0.7948717948717948,78
1771,LAL,BOS,01/17/2014,L,0.3244011,W,88,0.7948717948717948,78
13998,UTA,HOU,12/01/2012,L,0.3242637,L,88,0.7948717948717948,78
15486,SAS,DEN,12/18/2012,L,0.32329172,L,88,0.7948717948717948,78
5668,MIN,CHI,02/27/2015,L,0.32348606,L,88,0.7948717948717948,78
1569,ATL,GSW,01/16/2009,L,0.32311022,L,88,0.7948717948717948,78
4129,NJN,CLE,02/09/2010,L,0.32188946,L,88,0.7948717948717948,78
1564,ORL,LAL,01/16/2009,L,0.32415745,W,88,0.7948717948717948,78
336,CLE,TOR,01/04/2012,L,0.32136798,L,88,0.7948717948717948,78
8196,GSW,HOU,03/23/2011,L,0.32435986,L,88,0.7948717948717948,78
3712,MEM,HOU,02/05/2010,L,0.3242232,L,88,0.7948717948717948,78
7132,WAS,DAL,03/13/2012,L,0.32273972,L,88,0.7948717948717948,78
7699,DET,BKN,03/18/2013,L,0.322576,L,88,0.7948717948717948,78
8406,LAC,LAL,03/25/2011,L,0.32420957,L,88,0.7948717948717948,78
6311,MIL,SAC,03/05/2014,L,0.32295686,L,88,0.7948717948717948,78
5392,CLE,DET,02/24/2015,L,0.32347548,W,88,0.7948717948717948,78
7252,MIA,CHI,03/14/2012,L,0.3218305,L,88,0.7948717948717948,78
12363,TOR,LAC,11/13/2009,L,0.32434526,W,88,0.7948717948717948,78
4400,OKC,POR,02/11/2014,L,0.32229084,W,88,0.7948717948717948,78
3171,ATL,MIL,01/31/2009,L,0.32354093,L,88,0.7948717948717948,78
8225,BOS,MEM,03/23/2013,L,0.32370687,L,88,0.7948717948717948,78
16288,MIA,MEM,12/27/2014,L,0.32496086,L,88,0.7948717948717948,78
2609,PHI,OKC,01/25/2014,L,0.32208043,L,88,0.7948717948717948,78
9389,ORL,SAS,04/03/2013,L,0.32274625,L,88,0.7948717948717948,78
4173,NYK,OKC,02/09/2014,L,0.32243013,L,88,0.7948717948717948,78
6912,LAC,GSW,03/11/2012,L,0.32393828,L,88,0.7948717948717948,78
13965,IND,UTA,12/01/2010,L,0.32462105,L,88,0.7948717948717948,78
12709,PHX,UTA,11/17/2008,L,0.32503507,L,88,0.7948717948717948,78
15421,MIA,UTA,12/17/2014,L,0.32435966,L,88,0.7948717948717948,78
8321,PHX,BKN,03/24/2013,L,0.32319564,L,88,0.7948717948717948,78
6926,IND,ORL,03/11/2012,L,0.32114437,L,88,0.7948717948717948,78
9832,PHX,ATL,04/07/2015,L,0.3241733,L,88,0.7948717948717948,78
4774,CLE,DEN,02/18/2010,L,0.32219535,L,88,0.7948717948717948,78
11668,MIL,IND,11/05/2010,L,0.3246563,W,88,0.7948717948717948,78
11774,HOU,SAS,11/06/2010,L,0.3235027,L,88,0.7948717948717948,78
862,SAC,DEN,01/09/2010,L,0.3239795,W,88,0.7948717948717948,78
10543,CHA,CHI,04/14/2010,L,0.32325387,L,88,0.7948717948717948,78
6043,WAS,MIL,03/03/2010,L,0.32322866,L,88,0.7948717948717948,78
10438,SAS,PHX,04/13/2011,L,0.32416475,L,88,0.7948717948717948,78
1733,LAC,UTA,01/17/2012,L,0.29879153,L,62,0.7954545454545454,88
13467,CHI,UTA,11/25/2013,L,0.2959383,L,62,0.7954545454545454,88
4405,LAL,UTA,02/11/2014,L,0.29618523,L,62,0.7954545454545454,88
5978,ATL,MIL,03/02/2012,L,0.29669887,W,62,0.7954545454545454,88
12071,LAC,HOU,11/09/2013,L,0.29809237,W,62,0.7954545454545454,88
11366,SAC,LAC,11/01/2013,L,0.29835045,L,62,0.7954545454545454,88
7348,HOU,MIN,03/15/2013,L,0.29936415,W,62,0.7954545454545454,88
15541,TOR,OKC,12/19/2008,L,0.2958526,L,62,0.7954545454545454,88
13262,WAS,PHI,11/23/2010,L,0.29966158,W,62,0.7954545454545454,88
8782,CHI,POR,03/28/2014,L,0.29603976,L,62,0.7954545454545454,88
14668,NJN,GSW,12/09/2009,L,0.2978087,L,62,0.7954545454545454,88
6727,ATL,BKN,03/09/2013,L,0.29583377,L,62,0.7954545454545454,88
6971,DET,GSW,03/11/2015,L,0.29814208,L,62,0.7954545454545454,88
8971,PHX,IND,03/30/2013,L,0.29972827,L,62,0.7954545454545454,88
9741,LAL,LAC,04/06/2014,L,0.29784268,L,62,0.7954545454545454,88
12531,LAL,SAS,11/14/2014,L,0.29616785,L,62,0.7954545454545454,88
11334,SAC,TOR,11/01/2010,L,0.298863,W,62,0.7954545454545454,88
2596,DAL,SAS,01/25/2013,L,0.29722875,L,62,0.7954545454545454,88
5235,NYK,BOS,02/23/2010,L,0.29756722,L,62,0.7954545454545454,88
4997,PHX,MIN,02/20/2015,L,0.29733258,L,62,0.7954545454545454,88
4991,SAS,GSW,02/20/2015,L,0.2972265,L,62,0.7954545454545454,88
10335,GSW,DAL,04/12/2012,L,0.2996621,L,62,0.7954545454545454,88
10005,TOR,IND,04/09/2012,L,0.30010724,L,62,0.7954545454545454,88
9983,UTA,SAS,04/09/2011,L,0.3003189,L,62,0.7954545454545454,88
