,TEAM_Home,TEAM_Away,DATE_Home,keras_pred,keras_proba,W/L_Home,clusters,Accuracy,n_matches
14144,MIN,SAS,12/03/2010,L,0.4493191,L,87,0.5111111111111111,90
13402,CHA,LAC,11/24/2014,L,0.44802374,L,87,0.5111111111111111,90
9343,MIN,MIA,04/03/2010,L,0.44722578,L,87,0.5111111111111111,90
1836,MIN,DET,01/18/2012,L,0.44696823,W,87,0.5111111111111111,90
2044,PHI,ATL,01/20/2012,L,0.4496062,W,87,0.5111111111111111,90
8074,MIL,ATL,03/22/2010,L,0.44628888,W,87,0.5111111111111111,90
2458,TOR,PHX,01/24/2012,L,0.44733906,W,87,0.5111111111111111,90
14186,BKN,SAS,12/03/2014,L,0.4494124,W,87,0.5111111111111111,90
2712,SAS,MIA,01/26/2014,L,0.44673127,L,87,0.5111111111111111,90
3630,PHX,CHA,02/04/2012,L,0.44773299,W,87,0.5111111111111111,90
4159,LAL,BOS,02/09/2012,L,0.4477754,W,87,0.5111111111111111,90
8853,OKC,MIN,03/29/2013,L,0.44864765,L,87,0.5111111111111111,90
11358,PHX,UTA,11/01/2013,L,0.4480485,W,87,0.5111111111111111,90
13337,MIA,HOU,11/24/2008,L,0.44643703,L,87,0.5111111111111111,90
5023,CLE,ORL,02/21/2010,L,0.44799715,L,87,0.5111111111111111,90
4632,MEM,NJN,02/15/2012,L,0.44896662,W,87,0.5111111111111111,90
4924,DAL,MIA,02/20/2010,L,0.44813752,W,87,0.5111111111111111,90
1764,CHI,WAS,01/17/2014,L,0.44936743,L,87,0.5111111111111111,90
5036,SAC,MIA,02/21/2012,L,0.44713208,L,87,0.5111111111111111,90
4006,SAS,LAL,02/08/2010,L,0.4488484,L,87,0.5111111111111111,90
1438,MEM,OKC,01/14/2014,L,0.44933644,W,87,0.5111111111111111,90
1357,MIA,MIL,01/14/2009,L,0.44725642,W,87,0.5111111111111111,90
6058,WAS,CLE,03/03/2012,L,0.44724706,W,87,0.5111111111111111,90
6275,SAC,DEN,03/05/2012,L,0.4480865,L,87,0.5111111111111111,90
1481,SAC,PHI,01/15/2010,L,0.44692448,L,87,0.5111111111111111,90
813,MIN,PHX,01/08/2014,L,0.4495964,L,87,0.5111111111111111,90
13231,SAC,MIN,11/22/2014,L,0.4476274,W,87,0.5111111111111111,90
7018,CHA,NOH,03/12/2012,L,0.44837415,W,87,0.5111111111111111,90
13238,IND,PHX,11/22/2014,L,0.44809505,L,87,0.5111111111111111,90
974,LAC,POR,01/10/2012,L,0.44700488,L,87,0.5111111111111111,90
10681,HOU,PHX,04/15/2013,L,0.44857606,L,87,0.5111111111111111,90
3611,ATL,LAC,02/04/2011,L,0.44671714,W,87,0.5111111111111111,90
1197,OKC,HOU,01/12/2011,L,0.44707903,W,87,0.5111111111111111,90
3602,NJN,DET,02/04/2011,L,0.44760284,L,87,0.5111111111111111,90
9502,DAL,LAL,04/04/2014,L,0.44873786,W,87,0.5111111111111111,90
7373,PHI,MEM,03/15/2014,L,0.44688898,L,87,0.5111111111111111,90
16469,DEN,MIN,12/29/2010,L,0.44861376,W,87,0.5111111111111111,90
16240,NJN,ORL,12/27/2010,L,0.4477375,L,87,0.5111111111111111,90
14417,OKC,CHI,12/06/2010,L,0.44937357,L,87,0.5111111111111111,90
7642,CHA,OKC,03/18/2011,L,0.4487519,L,87,0.5111111111111111,90
4973,DET,CHA,02/20/2013,L,0.44718575,W,87,0.5111111111111111,90
12096,LAL,CHA,11/09/2014,L,0.44902974,W,87,0.5111111111111111,90
12303,HOU,IND,11/12/2010,L,0.44851333,W,87,0.5111111111111111,90
10250,GSW,OKC,04/11/2013,L,0.44706506,L,87,0.5111111111111111,90
9666,MIN,PHX,04/06/2011,L,0.44768745,L,87,0.5111111111111111,90
9689,MIA,MIL,04/06/2011,L,0.44792113,L,87,0.5111111111111111,90
5064,UTA,POR,02/21/2014,L,0.44728607,L,87,0.5111111111111111,90
89,MIN,GSW,01/02/2009,L,0.44913322,W,87,0.5111111111111111,90
11501,DAL,DEN,11/03/2010,L,0.44733885,W,87,0.5111111111111111,90
11410,PHI,WAS,11/02/2010,L,0.44864225,L,87,0.5111111111111111,90
11254,DAL,LAC,10/31/2010,L,0.44953987,W,87,0.5111111111111111,90
16594,TOR,DAL,12/30/2011,L,0.44676143,L,87,0.5111111111111111,90
14382,PHX,UTA,12/06/2008,L,0.44824564,W,87,0.5111111111111111,90
586,NYK,WAS,01/06/2012,L,0.44676828,W,87,0.5111111111111111,90
10998,IND,SAS,10/27/2010,L,0.44925538,L,87,0.5111111111111111,90
14274,WAS,LAL,12/05/2008,L,0.44808474,L,87,0.5111111111111111,90
7574,LAC,HOU,03/17/2012,L,0.4468749,W,87,0.5111111111111111,90
8462,ATL,ORL,03/25/2015,L,0.44876474,W,87,0.5111111111111111,90
8978,LAC,HOU,03/30/2013,L,0.4467168,L,87,0.5111111111111111,90
11584,IND,NYK,11/04/2009,L,0.44933254,W,87,0.5111111111111111,90
10973,CLE,BOS,10/27/2009,L,0.44933912,L,87,0.5111111111111111,90
9847,PHX,NOH,04/08/2009,L,0.4463221,W,87,0.5111111111111111,90
9439,NYK,TOR,04/04/2009,L,0.44769686,L,87,0.5111111111111111,90
13010,BKN,LAL,11/20/2012,L,0.44678527,L,87,0.5111111111111111,90
13272,CHA,ATL,11/23/2012,L,0.44780964,L,87,0.5111111111111111,90
11826,NJN,DET,11/07/2008,L,0.44755042,W,87,0.5111111111111111,90
7573,NOH,NJN,03/17/2012,L,0.44761127,W,87,0.5111111111111111,90
2316,CLE,GSW,01/23/2009,L,0.44946498,W,87,0.5111111111111111,90
14072,ORL,LAL,12/02/2012,L,0.44705036,W,87,0.5111111111111111,90
2703,MIL,GSW,01/26/2013,L,0.4470411,W,87,0.5111111111111111,90
6562,UTA,TOR,03/08/2009,L,0.4471451,W,87,0.5111111111111111,90
2517,MIN,CHI,01/25/2009,L,0.4494214,W,87,0.5111111111111111,90
5073,CHA,OKC,02/21/2015,L,0.44909412,L,87,0.5111111111111111,90
5590,MIA,ATL,02/27/2009,L,0.44786698,L,87,0.5111111111111111,90
16171,HOU,MIN,12/26/2012,L,0.44760317,W,87,0.5111111111111111,90
5017,OKC,GSW,02/21/2009,L,0.44848177,L,87,0.5111111111111111,90
157,ORL,CHI,01/02/2013,L,0.44869125,L,87,0.5111111111111111,90
3992,CHA,MIA,02/08/2009,L,0.44762343,L,87,0.5111111111111111,90
1949,CHA,SAC,01/19/2013,L,0.44961113,L,87,0.5111111111111111,90
8633,CLE,BOS,03/27/2013,L,0.44694743,L,87,0.5111111111111111,90
12011,ATL,OKC,11/09/2008,L,0.44740298,W,87,0.5111111111111111,90
11269,HOU,DET,10/31/2012,L,0.4464977,W,87,0.5111111111111111,90
8702,WAS,DET,03/28/2009,L,0.44776815,L,87,0.5111111111111111,90
6933,PHX,DEN,03/11/2013,L,0.44916576,L,87,0.5111111111111111,90
1453,WAS,CHI,01/14/2015,L,0.44702724,W,87,0.5111111111111111,90
15285,SAS,GSW,12/16/2009,L,0.44866762,W,87,0.5111111111111111,90
15609,CHI,OKC,12/19/2013,L,0.44680363,L,87,0.5111111111111111,90
10852,PHX,LAC,04/19/2012,L,0.44857046,W,87,0.5111111111111111,90
7360,MEM,DEN,03/15/2013,L,0.44742477,L,87,0.5111111111111111,90
11455,MIL,TOR,11/02/2013,L,0.44804823,L,87,0.5111111111111111,90
16548,WAS,NOH,12/30/2008,L,0.4900334,L,75,0.5206611570247934,121
8034,IND,BKN,03/21/2015,L,0.49105597,L,75,0.5206611570247934,121
5414,UTA,MIN,02/25/2009,L,0.4901116,W,75,0.5206611570247934,121
11859,PHI,NYK,11/07/2010,L,0.4901413,W,75,0.5206611570247934,121
13096,NOH,SAC,11/21/2010,L,0.49152848,W,75,0.5206611570247934,121
2005,DEN,GSW,01/20/2010,L,0.49100527,W,75,0.5206611570247934,121
16315,MIA,CLE,12/28/2008,L,0.49086508,L,75,0.5206611570247934,121
5481,NYK,BOS,02/25/2015,L,0.49128607,L,75,0.5206611570247934,121
1678,MIL,LAC,01/17/2009,L,0.49183503,L,75,0.5206611570247934,121
15028,IND,CHI,12/13/2010,L,0.49127635,L,75,0.5206611570247934,121
5472,ATL,DAL,02/25/2015,L,0.49041998,W,75,0.5206611570247934,121
10600,PHX,MEM,04/14/2014,L,0.4901172,L,75,0.5206611570247934,121
5024,PHX,SAC,02/21/2010,L,0.49284446,W,75,0.5206611570247934,121
2845,TOR,NJN,01/28/2009,L,0.4927122,W,75,0.5206611570247934,121
16555,MIN,UTA,12/30/2009,L,0.49257535,L,75,0.5206611570247934,121
5544,CLE,CHI,02/26/2013,L,0.49110723,W,75,0.5206611570247934,121
1379,TOR,DET,01/14/2011,L,0.49124426,L,75,0.5206611570247934,121
1684,NYK,PHI,01/17/2009,L,0.49229333,L,75,0.5206611570247934,121
16231,DEN,DAL,12/27/2009,L,0.48978546,L,75,0.5206611570247934,121
2948,PHX,SAS,01/29/2009,L,0.4907023,L,75,0.5206611570247934,121
16122,MIN,CLE,12/26/2010,L,0.49209943,W,75,0.5206611570247934,121
878,CLE,PHX,01/09/2011,L,0.49293473,L,75,0.5206611570247934,121
333,SAS,NYK,01/04/2011,L,0.4901244,L,75,0.5206611570247934,121
5773,NYK,TOR,02/28/2015,L,0.4911899,W,75,0.5206611570247934,121
5660,LAL,MIL,02/27/2015,L,0.49221173,W,75,0.5206611570247934,121
16475,PHI,PHX,12/29/2010,L,0.4911863,W,75,0.5206611570247934,121
10034,LAC,OKC,04/09/2014,L,0.49045196,L,75,0.5206611570247934,121
16241,POR,UTA,12/27/2010,L,0.49191397,W,75,0.5206611570247934,121
4685,OKC,NOH,02/17/2009,L,0.4928748,L,75,0.5206611570247934,121
16647,OKC,GSW,12/31/2008,L,0.4909649,W,75,0.5206611570247934,121
5192,GSW,IND,02/22/2015,L,0.49124086,L,75,0.5206611570247934,121
16426,DET,CLE,12/28/2014,L,0.49182963,W,75,0.5206611570247934,121
5512,PHI,LAL,02/26/2010,L,0.4899624,L,75,0.5206611570247934,121
5713,MIA,ORL,02/28/2010,L,0.49044746,L,75,0.5206611570247934,121
2403,OKC,ATL,01/23/2015,L,0.49145758,L,75,0.5206611570247934,121
13344,OKC,UTA,11/24/2009,L,0.4929405,W,75,0.5206611570247934,121
14718,MIA,PHX,12/09/2014,L,0.4911418,W,75,0.5206611570247934,121
11582,BOS,MIN,11/04/2009,L,0.49047464,W,75,0.5206611570247934,121
10010,MIL,MIA,04/09/2013,L,0.49095008,L,75,0.5206611570247934,121
9746,CHI,NYK,04/07/2009,L,0.49206576,W,75,0.5206611570247934,121
9605,IND,OKC,04/05/2013,L,0.49196184,L,75,0.5206611570247934,121
6404,CLE,UTA,03/06/2013,L,0.49066094,W,75,0.5206611570247934,121
1931,WAS,MIL,01/19/2011,L,0.49124506,L,75,0.5206611570247934,121
9020,SAC,NOH,03/31/2009,L,0.49169365,L,75,0.5206611570247934,121
13585,SAS,IND,11/26/2014,L,0.49278525,W,75,0.5206611570247934,121
11506,MIL,BOS,11/03/2010,L,0.4896636,L,75,0.5206611570247934,121
14917,MIL,POR,12/12/2009,L,0.49153942,W,75,0.5206611570247934,121
15718,IND,DEN,12/20/2014,L,0.4914166,L,75,0.5206611570247934,121
9012,CHI,IND,03/31/2009,L,0.48966274,L,75,0.5206611570247934,121
3799,OKC,GSW,02/06/2010,L,0.49163908,W,75,0.5206611570247934,121
3882,MEM,MIN,02/06/2015,L,0.49229696,L,75,0.5206611570247934,121
12866,OKC,UTA,11/18/2014,L,0.49217474,L,75,0.5206611570247934,121
7627,PHX,PHI,03/18/2009,L,0.4899442,W,75,0.5206611570247934,121
6779,OKC,SAC,03/10/2009,L,0.492905,W,75,0.5206611570247934,121
11170,WAS,ATL,10/30/2010,L,0.49274948,L,75,0.5206611570247934,121
3498,SAC,SAS,02/03/2010,L,0.4901626,L,75,0.5206611570247934,121
7380,CHI,OKC,03/15/2015,L,0.49246186,L,75,0.5206611570247934,121
16025,POR,DEN,12/25/2009,L,0.4906287,W,75,0.5206611570247934,121
6462,DET,ATL,03/07/2009,L,0.4899879,L,75,0.5206611570247934,121
12818,MIL,NJN,11/18/2009,L,0.49094695,W,75,0.5206611570247934,121
9956,IND,CLE,04/09/2010,L,0.49205434,W,75,0.5206611570247934,121
4713,MEM,TOR,02/17/2010,L,0.49074656,W,75,0.5206611570247934,121
15635,CHI,UTA,12/20/2008,L,0.49219885,W,75,0.5206611570247934,121
3172,PHX,CHI,01/31/2009,L,0.4909742,L,75,0.5206611570247934,121
5296,CHI,MIA,02/23/2014,L,0.4920831,L,75,0.5206611570247934,121
13558,NYK,BKN,11/26/2012,L,0.49236402,L,75,0.5206611570247934,121
14394,PHI,NJN,12/06/2008,L,0.49084583,L,75,0.5206611570247934,121
11639,SAS,MIN,11/05/2008,L,0.49226892,W,75,0.5206611570247934,121
7779,DEN,DAL,03/19/2012,L,0.49115267,L,75,0.5206611570247934,121
4082,MIA,UTA,02/08/2014,L,0.49196953,L,75,0.5206611570247934,121
14019,MIN,OKC,12/01/2013,L,0.49202305,L,75,0.5206611570247934,121
3750,NOP,ATL,02/05/2014,L,0.49066424,W,75,0.5206611570247934,121
1516,UTA,DEN,01/15/2012,L,0.49032027,W,75,0.5206611570247934,121
2907,GSW,TOR,01/28/2013,L,0.49203914,W,75,0.5206611570247934,121
1617,MIN,SAC,01/16/2012,L,0.49284798,W,75,0.5206611570247934,121
13869,CHI,PHI,11/30/2008,L,0.49221885,W,75,0.5206611570247934,121
4056,UTA,CHI,02/08/2013,L,0.49072158,L,75,0.5206611570247934,121
2572,DET,MIA,01/25/2012,L,0.49070024,L,75,0.5206611570247934,121
10533,MIL,PHI,04/13/2015,L,0.48995063,W,75,0.5206611570247934,121
2285,CHI,CLE,01/22/2014,L,0.49141234,W,75,0.5206611570247934,121
4263,ORL,ATL,02/10/2012,L,0.49240068,L,75,0.5206611570247934,121
4525,MIL,MIA,02/13/2012,L,0.49276292,L,75,0.5206611570247934,121
3861,TOR,BOS,02/06/2013,L,0.49042147,L,75,0.5206611570247934,121
15054,PHX,SAC,12/13/2013,L,0.49277493,W,75,0.5206611570247934,121
1552,GSW,DEN,01/15/2014,L,0.49173024,L,75,0.5206611570247934,121
1551,CHI,ORL,01/15/2014,L,0.49013653,W,75,0.5206611570247934,121
2762,POR,BOS,01/27/2011,L,0.48980045,L,75,0.5206611570247934,121
5857,OKC,ORL,03/01/2012,L,0.49123123,W,75,0.5206611570247934,121
11261,LAC,MEM,10/31/2012,L,0.49019375,W,75,0.5206611570247934,121
9840,CHA,MIA,04/07/2015,L,0.4917366,L,75,0.5206611570247934,121
10783,MEM,MIN,04/17/2012,L,0.4905821,W,75,0.5206611570247934,121
814,GSW,BKN,01/08/2014,L,0.49071324,L,75,0.5206611570247934,121
10158,MEM,UTA,04/10/2015,L,0.49292874,W,75,0.5206611570247934,121
690,MIA,NOP,01/07/2014,L,0.49280173,W,75,0.5206611570247934,121
4257,IND,MEM,02/10/2012,L,0.4916517,L,75,0.5206611570247934,121
5652,MIL,IND,02/27/2014,L,0.49205294,L,75,0.5206611570247934,121
13454,BKN,POR,11/25/2012,L,0.4914125,W,75,0.5206611570247934,121
14160,MIL,NOH,12/03/2012,L,0.49145514,L,75,0.5206611570247934,121
8238,TOR,ATL,03/23/2014,L,0.49239212,W,75,0.5206611570247934,121
3056,NJN,ATL,01/30/2009,L,0.49017808,L,75,0.5206611570247934,121
1131,NOH,MIN,01/11/2013,L,0.49020103,W,75,0.5206611570247934,121
15538,PHI,WAS,12/19/2008,L,0.49005085,W,75,0.5206611570247934,121
3723,DET,MIL,02/05/2011,L,0.49029753,W,75,0.5206611570247934,121
8688,ORL,DET,03/27/2015,L,0.49243328,L,75,0.5206611570247934,121
680,WAS,OKC,01/07/2013,L,0.49241158,W,75,0.5206611570247934,121
15441,POR,PHX,12/18/2008,L,0.49011064,W,75,0.5206611570247934,121
7279,MIA,DEN,03/14/2014,L,0.49253234,L,75,0.5206611570247934,121
378,POR,MEM,01/04/2013,L,0.49048078,W,75,0.5206611570247934,121
8514,TOR,LAC,03/26/2011,L,0.4909792,L,75,0.5206611570247934,121
16174,MEM,PHI,12/26/2012,L,0.4902057,L,75,0.5206611570247934,121
2374,GSW,OKC,01/23/2013,L,0.4911511,W,75,0.5206611570247934,121
7336,WAS,CHI,03/15/2011,L,0.4927374,L,75,0.5206611570247934,121
15035,SAS,POR,12/13/2012,L,0.49000722,L,75,0.5206611570247934,121
15973,DEN,GSW,12/23/2013,L,0.4926119,L,75,0.5206611570247934,121
7425,ATL,DEN,03/16/2011,L,0.49070236,L,75,0.5206611570247934,121
14894,PHX,ORL,12/12/2008,L,0.49091002,W,75,0.5206611570247934,121
8296,NOH,UTA,03/24/2011,L,0.48971215,W,75,0.5206611570247934,121
14950,IND,CLE,12/12/2012,L,0.49020502,W,75,0.5206611570247934,121
14900,CHI,MEM,12/12/2008,L,0.49007174,L,75,0.5206611570247934,121
14159,POR,CHA,12/03/2012,L,0.49163657,W,75,0.5206611570247934,121
14684,IND,OKC,12/09/2012,L,0.49013275,L,75,0.5206611570247934,121
4203,PHI,GSW,02/09/2015,L,0.43929505,L,82,0.5212765957446809,94
10867,MEM,CHA,04/20/2012,L,0.43983755,W,82,0.5212765957446809,94
13798,MIA,BOS,11/29/2009,L,0.43959707,L,82,0.5212765957446809,94
5915,CLE,HOU,03/01/2015,L,0.44089323,L,82,0.5212765957446809,94
12484,UTA,CLE,11/14/2009,L,0.44221282,L,82,0.5212765957446809,94
1115,BKN,PHX,01/11/2013,L,0.43908748,W,82,0.5212765957446809,94
10744,NOH,CHA,04/16/2012,L,0.44176203,W,82,0.5212765957446809,94
15520,NYK,MIL,12/18/2013,L,0.439363,W,82,0.5212765957446809,94
3909,TOR,MEM,02/07/2009,L,0.44061524,L,82,0.5212765957446809,94
15832,LAL,OKC,12/22/2009,L,0.44002205,W,82,0.5212765957446809,94
15707,MIL,CLE,12/20/2013,L,0.43991688,L,82,0.5212765957446809,94
10724,LAC,OKC,04/16/2012,L,0.44228324,W,82,0.5212765957446809,94
13645,CLE,PHX,11/27/2012,L,0.44211894,L,82,0.5212765957446809,94
11422,CHA,IND,11/02/2012,L,0.4405017,W,82,0.5212765957446809,94
12759,UTA,WAS,11/17/2012,L,0.43898004,W,82,0.5212765957446809,94
9189,DET,TOR,04/01/2013,L,0.4414668,W,82,0.5212765957446809,94
12423,LAC,OKC,11/13/2013,L,0.44015095,W,82,0.5212765957446809,94
14338,NYK,CHA,12/05/2012,L,0.43959785,W,82,0.5212765957446809,94
11692,MEM,UTA,11/05/2012,L,0.44266513,W,82,0.5212765957446809,94
8694,CHI,IND,03/28/2009,L,0.44015655,W,82,0.5212765957446809,94
11579,LAL,HOU,11/04/2009,L,0.44058603,W,82,0.5212765957446809,94
6135,NJN,BOS,03/04/2009,L,0.44073826,L,82,0.5212765957446809,94
11240,DAL,LAC,10/31/2009,L,0.4426898,W,82,0.5212765957446809,94
14782,IND,MIA,12/10/2013,L,0.44248047,W,82,0.5212765957446809,94
12329,OKC,DET,11/12/2012,L,0.44143188,W,82,0.5212765957446809,94
15229,BKN,CHI,12/15/2012,L,0.44083488,L,82,0.5212765957446809,94
15230,BOS,SAS,12/15/2012,L,0.44219065,L,82,0.5212765957446809,94
13120,BOS,SAS,11/21/2012,L,0.44143248,L,82,0.5212765957446809,94
6450,PHI,MEM,03/07/2009,L,0.4416088,W,82,0.5212765957446809,94
16606,BOS,SAC,12/30/2012,L,0.44254804,L,82,0.5212765957446809,94
8448,POR,ORL,03/25/2014,L,0.44272137,L,82,0.5212765957446809,94
8625,GSW,LAL,03/27/2012,L,0.43915507,L,82,0.5212765957446809,94
10109,NOH,MEM,04/10/2011,L,0.43974373,L,82,0.5212765957446809,94
9564,UTA,LAL,04/05/2011,L,0.4413439,W,82,0.5212765957446809,94
9151,POR,OKC,04/01/2011,L,0.4397701,W,82,0.5212765957446809,94
4966,HOU,OKC,02/20/2013,L,0.4394945,W,82,0.5212765957446809,94
12313,LAC,DET,11/12/2010,L,0.44124815,L,82,0.5212765957446809,94
12998,PHX,CHA,11/20/2010,L,0.44218293,L,82,0.5212765957446809,94
13095,BOS,TOR,11/21/2010,L,0.4395155,L,82,0.5212765957446809,94
11903,UTA,DAL,11/07/2014,L,0.4397146,L,82,0.5212765957446809,94
6093,WAS,MEM,03/03/2014,L,0.44066527,L,82,0.5212765957446809,94
13984,OKC,NJN,12/01/2010,L,0.44218785,W,82,0.5212765957446809,94
11284,CHI,CLE,10/31/2014,L,0.44086313,L,82,0.5212765957446809,94
15471,NYK,CLE,12/18/2010,L,0.44055066,L,82,0.5212765957446809,94
6679,MEM,NYK,03/09/2011,L,0.4401808,L,82,0.5212765957446809,94
10603,MIN,GSW,04/14/2014,L,0.44089255,L,82,0.5212765957446809,94
10816,UTA,MEM,04/17/2013,L,0.44104984,L,82,0.5212765957446809,94
6483,ORL,POR,03/07/2011,L,0.44011,L,82,0.5212765957446809,94
6843,BKN,TOR,03/10/2014,L,0.4411442,W,82,0.5212765957446809,94
7368,SAC,CHI,03/15/2014,L,0.44186428,L,82,0.5212765957446809,94
9737,DAL,SAC,04/06/2014,L,0.44161046,W,82,0.5212765957446809,94
3615,DEN,UTA,02/04/2011,L,0.44242302,L,82,0.5212765957446809,94
8335,PHX,ATL,03/24/2014,L,0.43896675,W,82,0.5212765957446809,94
2121,TOR,ORL,01/21/2011,L,0.4392588,L,82,0.5212765957446809,94
8554,BOS,TOR,03/26/2014,L,0.44037616,L,82,0.5212765957446809,94
10205,CHA,NJN,04/11/2011,L,0.44238958,W,82,0.5212765957446809,94
8751,MIN,CHA,03/28/2012,L,0.44154847,W,82,0.5212765957446809,94
10442,CLE,WAS,04/13/2011,L,0.4399008,W,82,0.5212765957446809,94
12773,POR,NOP,11/17/2014,L,0.44071248,W,82,0.5212765957446809,94
3655,CHA,MIA,02/04/2013,L,0.4421198,L,82,0.5212765957446809,94
2,NYK,ATL,01/01/2010,L,0.44043893,W,82,0.5212765957446809,94
313,OKC,CHI,01/04/2010,L,0.44101128,W,82,0.5212765957446809,94
6832,TOR,CLE,03/10/2013,L,0.44130313,W,82,0.5212765957446809,94
1488,ATL,PHX,01/15/2010,L,0.43980387,W,82,0.5212765957446809,94
6700,CHA,NJN,03/09/2012,L,0.44259724,L,82,0.5212765957446809,94
6500,CHA,UTA,03/07/2012,L,0.44084752,L,82,0.5212765957446809,94
3077,ATL,ORL,01/30/2010,L,0.44196674,L,82,0.5212765957446809,94
5964,PHX,LAC,03/02/2012,L,0.44098943,W,82,0.5212765957446809,94
3593,MIA,CLE,02/04/2010,L,0.4409992,L,82,0.5212765957446809,94
3705,CHI,ATL,02/05/2010,L,0.43905443,L,82,0.5212765957446809,94
5728,CLE,BOS,02/28/2012,L,0.44252515,L,82,0.5212765957446809,94
3850,PHI,IND,02/06/2013,L,0.44204706,L,82,0.5212765957446809,94
5229,PHX,OKC,02/23/2010,L,0.4420666,W,82,0.5212765957446809,94
5603,NYK,MEM,02/27/2010,L,0.44038504,L,82,0.5212765957446809,94
6261,NJN,ORL,03/05/2010,L,0.44112116,L,82,0.5212765957446809,94
2996,IND,ORL,01/29/2012,L,0.44194174,W,82,0.5212765957446809,94
14085,POR,DEN,12/02/2014,L,0.44265145,W,82,0.5212765957446809,94
9653,MEM,HOU,04/06/2010,L,0.4392401,L,82,0.5212765957446809,94
3548,PHI,BKN,02/03/2014,L,0.44056126,L,82,0.5212765957446809,94
4278,SAS,BKN,02/10/2013,L,0.44180638,W,82,0.5212765957446809,94
3762,MIN,OKC,02/05/2014,L,0.441494,L,82,0.5212765957446809,94
895,CHA,NYK,01/09/2012,L,0.44231665,L,82,0.5212765957446809,94
37,CLE,NJN,01/01/2012,L,0.44038364,W,82,0.5212765957446809,94
5861,SAC,LAC,03/01/2012,L,0.44181502,L,82,0.5212765957446809,94
11010,BOS,CLE,10/28/2008,L,0.44234902,W,82,0.5212765957446809,94
10388,SAC,DEN,04/12/2015,L,0.4395194,L,82,0.5212765957446809,94
1166,NJN,OKC,01/12/2009,L,0.43920243,W,82,0.5212765957446809,94
1371,CHI,TOR,01/14/2009,L,0.44192433,W,82,0.5212765957446809,94
1162,NOH,NYK,01/12/2009,L,0.44232494,L,82,0.5212765957446809,94
7723,MIA,POR,03/18/2015,L,0.44144735,W,82,0.5212765957446809,94
10716,POR,DAL,04/15/2015,L,0.43945497,L,82,0.5212765957446809,94
8655,MIA,CHI,03/27/2013,L,0.44258186,L,82,0.5212765957446809,94
10720,CHI,ATL,04/15/2015,L,0.4410463,W,82,0.5212765957446809,94
14467,POR,TOR,12/07/2008,L,0.4413958,W,82,0.5212765957446809,94
2716,BKN,BOS,01/26/2014,L,0.48177385,W,65,0.5254237288135594,118
2946,NYK,OKC,01/28/2015,L,0.47999704,W,65,0.5254237288135594,118
13658,POR,PHX,11/27/2013,L,0.48244837,L,65,0.5254237288135594,118
8147,LAL,PHI,03/22/2015,L,0.48024,W,65,0.5254237288135594,118
3353,UTA,LAC,02/01/2014,L,0.48029307,L,65,0.5254237288135594,118
3022,MIA,OKC,01/29/2014,L,0.47971123,L,65,0.5254237288135594,118
8979,CHA,PHI,03/30/2013,L,0.47955444,L,65,0.5254237288135594,118
8000,NJN,WAS,03/21/2012,L,0.4815672,L,65,0.5254237288135594,118
6352,LAC,UTA,03/06/2010,L,0.48102263,L,65,0.5254237288135594,118
13904,CHA,PHI,11/30/2012,L,0.4819408,L,65,0.5254237288135594,118
12857,OKC,DEN,11/18/2013,L,0.48290527,W,65,0.5254237288135594,118
11552,DEN,SAC,11/03/2014,L,0.4821017,L,65,0.5254237288135594,118
2639,MIN,MIL,01/26/2009,L,0.4816325,W,65,0.5254237288135594,118
2939,MIN,BOS,01/28/2015,L,0.48300233,W,65,0.5254237288135594,118
16403,UTA,LAC,12/28/2013,L,0.47926876,L,65,0.5254237288135594,118
14584,CLE,CHI,12/08/2010,L,0.4816648,L,65,0.5254237288135594,118
1830,NYK,PHX,01/18/2012,L,0.48290974,L,65,0.5254237288135594,118
12118,CHI,DEN,11/10/2009,L,0.4802189,L,65,0.5254237288135594,118
12117,MIA,WAS,11/10/2009,L,0.48024774,W,65,0.5254237288135594,118
15981,NOP,SAC,12/23/2013,L,0.4808939,W,65,0.5254237288135594,118
2747,IND,LAL,01/27/2010,L,0.48037848,L,65,0.5254237288135594,118
359,SAC,TOR,01/04/2013,L,0.4808098,W,65,0.5254237288135594,118
3333,WAS,MEM,02/01/2013,L,0.4822945,L,65,0.5254237288135594,118
2305,SAS,CHI,01/22/2015,L,0.479308,L,65,0.5254237288135594,118
10502,OKC,IND,04/13/2014,L,0.48155567,L,65,0.5254237288135594,118
10342,NOH,LAC,04/12/2013,L,0.48275888,L,65,0.5254237288135594,118
9214,DAL,OKC,04/01/2015,L,0.48205182,W,65,0.5254237288135594,118
8010,SAC,MIN,03/21/2013,L,0.48157963,W,65,0.5254237288135594,118
2482,DET,NOP,01/24/2014,L,0.48000294,L,65,0.5254237288135594,118
13050,BOS,MIN,11/21/2008,L,0.4792317,W,65,0.5254237288135594,118
3953,NOP,MIN,02/07/2014,L,0.48247617,W,65,0.5254237288135594,118
8481,LAL,DET,03/26/2009,L,0.48103535,W,65,0.5254237288135594,118
6504,POR,MIN,03/07/2012,L,0.4823165,L,65,0.5254237288135594,118
12711,LAC,SAS,11/17/2008,L,0.4798668,L,65,0.5254237288135594,118
3156,NOP,LAC,01/30/2015,L,0.47923678,W,65,0.5254237288135594,118
6516,PHX,OKC,03/07/2012,L,0.4799004,L,65,0.5254237288135594,118
10143,BOS,BKN,04/10/2013,L,0.4811179,L,65,0.5254237288135594,118
